sale_id,sale_date,customer_id,car_id,quantity,sale_price,total_amount,salesperson
S05512,2024-06-13,CU0870,C0136,2,38763.0,77526.0,Lucas Page
S05513,2023-03-16,CU0043,C0189,1,52439.0,52439.0,Phillip Romero
S05514,2023-07-03,CU1851,C0023,1,72220.0,72220.0,Christopher Carr
S05515,2025-07-14,CU1250,C0285,2,42136.0,84272.0,Gregory Vang III
S05516,2025-06-28,CU1020,C0184,2,26132.0,52264.0,Brian Duncan
S05517,2023-07-28,CU0358,C0435,1,37227.0,37227.0,Joseph Chen
S05518,2023-09-02,CU1615,C0222,1,33960.0,33960.0,Morgan Patrick
S05519,2024-07-16,CU1619,C0227,2,73642.0,147284.0,Sara Parrish
S05520,2025-10-10,CU1149,C0112,3,62678.0,188034.0,Ryan Crawford
S05521,2025-03-09,CU1331,C0248,3,89338.0,268014.0,Renee Butler
S05522,2025-03-30,CU0120,C0238,2,80344.0,160688.0,Jose Ruiz
S05523,2024-01-17,CU0696,C0438,1,63106.0,63106.0,Michael Perez
S05524,2025-02-03,CU0759,C0080,1,70830.0,70830.0,Keith Moss
S05525,2025-04-09,CU1920,C0055,1,22670.0,22670.0,Christopher Robinson
S05526,2023-05-17,CU0778,C0448,1,97436.0,97436.0,Tamara Thompson
S05527,2025-10-05,CU1110,C0234,2,44031.0,88062.0,Kyle Mccarthy
S05528,2024-05-25,CU1602,C0477,1,17229.0,17229.0,Molly Ball
S05529,2025-07-05,CU0814,C0187,2,71534.0,143068.0,Willie Young
S05530,2024-07-11,CU1576,C0183,3,52625.0,157875.0,Kimberly Armstrong
S05531,2023-06-04,CU1214,C0462,3,38698.0,116094.0,Sergio Higgins
S05532,2023-07-14,CU0286,C0069,3,70639.0,211917.0,Matthew Williams DDS
S05533,2024-01-27,CU0727,C0422,2,16593.0,33186.0,Michael Wallace
S05534,2024-09-17,CU1511,C0436,3,86567.0,259701.0,Tom Davis
S05535,2024-04-08,CU1048,C0112,1,96168.0,96168.0,Lisa Jenkins
S05536,2025-10-16,CU0641,C0234,2,43288.0,86576.0,Benjamin Holmes
S05537,2024-02-29,CU0920,C0440,1,49781.0,49781.0,Heather Olson
S05538,2024-07-22,CU0050,C0056,2,81201.0,162402.0,Katherine Rodriguez
S05539,2025-04-08,CU0171,C0405,1,47551.0,47551.0,Charles Carter
S05540,2024-04-03,CU1895,C0250,2,56785.0,113570.0,Matthew Hodges
S05541,2024-05-09,CU0528,C0067,1,97483.0,97483.0,Penny Rogers
S05542,2023-09-04,CU0316,C0034,2,74273.0,148546.0,Christina Davis
S05543,2022-12-25,CU1250,C0274,2,43378.0,86756.0,Kevin Schaefer
S05544,2024-05-28,CU0938,C0349,2,96608.0,193216.0,Kathy Garner
S05545,2023-12-10,CU1231,C0317,1,58005.0,58005.0,Carolyn Odom
S05546,2024-06-23,CU0778,C0362,2,67583.0,135166.0,Mrs. Amanda Marshall DVM
S05547,2023-11-08,CU0139,C0154,2,90203.0,180406.0,Miguel Parks
S05548,2024-09-29,CU0804,C0117,1,66238.0,66238.0,Alexandra Quinn
S05549,2023-08-23,CU1231,C0136,3,60832.0,182496.0,Shannon Vincent
S05550,2023-05-14,CU1873,C0163,2,96154.0,192308.0,Crystal Holmes
S05551,2023-07-16,CU0294,C0450,2,76167.0,152334.0,Jonathan Meza
S05552,2024-06-22,CU0842,C0253,3,84173.0,252519.0,Ashley Mata
S05553,2024-12-26,CU0612,C0276,2,51028.0,102056.0,Maria Kramer
S05554,2025-07-29,CU0503,C0359,2,91031.0,182062.0,Robert Byrd
S05555,2023-08-04,CU0740,C0304,3,95395.0,286185.0,Mark Wise
S05556,2025-01-02,CU0755,C0138,2,60910.0,121820.0,Shannon Johnson
S05557,2025-05-04,CU0589,C0036,1,32801.0,32801.0,Stacy Bernard
S05558,2025-08-27,CU0047,C0120,3,84371.0,253113.0,Jason Anderson MD
S05559,2025-01-28,CU0884,C0161,3,96461.0,289383.0,Janet Davis
S05560,2024-04-25,CU1160,C0197,2,18318.0,36636.0,Joanna Bell
S05561,2023-05-27,CU1016,C0327,1,70832.0,70832.0,Teresa Martinez
S05562,2025-02-25,CU0668,C0466,2,70709.0,141418.0,Oscar Martinez
S05563,2023-01-23,CU1074,C0094,1,72476.0,72476.0,Adam Smith
S05564,2025-07-25,CU0507,C0222,3,43203.0,129609.0,Jose Johnson
S05565,2025-01-10,CU1832,C0033,1,74175.0,74175.0,Yolanda Jones
S05566,2022-12-01,CU0474,C0376,2,24873.0,49746.0,Jo Peterson
S05567,2024-08-24,CU0918,C0487,2,67714.0,135428.0,Michael Gardner
S05568,2024-11-22,CU0711,C0021,1,25279.0,25279.0,Amanda Rose
S05569,2022-12-14,CU1972,C0349,3,39046.0,117138.0,Jeremy Ellis
S05570,2024-09-25,CU1094,C0436,2,38938.0,77876.0,Nicole Stanley
S05571,2024-12-22,CU1805,C0223,3,80935.0,242805.0,Robert Black
S05572,2025-07-16,CU1746,C0040,2,24904.0,49808.0,Amanda Dillon
S05573,2025-04-26,CU0789,C0088,3,55920.0,167760.0,Melanie Ortiz
S05574,2024-01-31,CU1120,C0139,2,75134.0,150268.0,Ashley Santos
S05575,2023-12-27,CU0124,C0429,3,50828.0,152484.0,Theresa Nelson
S05576,2023-11-15,CU0367,C0126,2,47141.0,94282.0,Joshua Simmons
S05577,2025-01-10,CU0042,C0420,1,75477.0,75477.0,Robert Snyder
S05578,2023-05-19,CU1766,C0458,2,79954.0,159908.0,Jonathan Douglas
S05579,2023-05-08,CU0684,C0296,1,40973.0,40973.0,Joe Velasquez MD
S05580,2023-10-20,CU0336,C0120,2,58558.0,117116.0,Christy Lester
S05581,2023-02-19,CU0511,C0092,2,95215.0,190430.0,Patricia Jordan
S05582,2022-12-11,CU0165,C0335,1,18660.0,18660.0,Ronald Green
S05583,2024-11-16,CU0249,C0041,3,42716.0,128148.0,Melissa Boyd
S05584,2024-03-22,CU1833,C0424,1,91754.0,91754.0,Christopher Phillips
S05585,2025-01-12,CU0529,C0223,2,39629.0,79258.0,Mary Romero
S05586,2025-01-12,CU0131,C0472,2,19265.0,38530.0,Ellen Castro MD
S05587,2023-07-02,CU1839,C0081,3,72361.0,217083.0,Justin Walker
S05588,2024-11-07,CU1823,C0112,2,55691.0,111382.0,Jon Williams
S05589,2023-12-04,CU0171,C0088,3,99278.0,297834.0,Stephen Olson
S05590,2023-11-15,CU1085,C0063,1,34001.0,34001.0,Seth Mitchell
S05591,2024-02-18,CU0776,C0169,3,97004.0,291012.0,Kimberly Thomas
S05592,2023-09-12,CU0238,C0493,3,79841.0,239523.0,Jennifer Downs
S05593,2025-06-16,CU0222,C0041,1,58782.0,58782.0,Shawn Gibson
S05594,2025-03-27,CU0087,C0255,2,71089.0,142178.0,Ronald Lewis
S05595,2023-03-08,CU0645,C0112,2,83941.0,167882.0,Donna Hatfield
S05596,2025-01-16,CU0489,C0282,2,39318.0,78636.0,Jessica Harris
S05597,2023-07-29,CU0134,C0039,1,31439.0,31439.0,Michael Diaz
S05598,2024-01-03,CU1777,C0394,2,25673.0,51346.0,Sara Lloyd
S05599,2022-11-09,CU0561,C0242,3,18711.0,56133.0,Brian Martinez
S05600,2023-05-07,CU0488,C0182,1,95617.0,95617.0,Jacob Buck
S05601,2024-07-29,CU1904,C0179,3,76607.0,229821.0,Sarah Lee
S05602,2023-08-09,CU0164,C0412,1,56373.0,56373.0,Amanda Raymond
S05603,2024-06-22,CU1901,C0027,3,67467.0,202401.0,Joshua Blake
S05604,2023-04-09,CU0987,C0021,1,56831.0,56831.0,Kelly Anderson
S05605,2023-05-07,CU0980,C0146,1,94252.0,94252.0,Debra Armstrong
S05606,2024-08-26,CU0169,C0361,3,75800.0,227400.0,Shannon Matthews
S05607,2025-05-01,CU1721,C0455,1,20483.0,20483.0,Jeffrey Brown
S05608,2023-01-15,CU1043,C0055,1,72975.0,72975.0,Edward Holland
S05609,2024-10-20,CU1001,C0348,3,92009.0,276027.0,Jason Jackson
S05610,2025-09-06,CU1687,C0350,2,28684.0,57368.0,Regina Simpson
S05611,2024-11-25,CU0488,C0066,3,86157.0,258471.0,Cynthia Le
S05612,2024-12-19,CU0986,C0052,1,60135.0,60135.0,Christina Neal
S05613,2024-09-17,CU1465,C0073,3,60077.0,180231.0,Angela Cervantes
S05614,2025-02-20,CU1599,C0315,3,24683.0,74049.0,Samantha Richardson
S05615,2024-03-18,CU0383,C0021,3,86784.0,260352.0,Kelsey Griffin
S05616,2024-06-06,CU1452,C0260,3,82385.0,247155.0,Whitney Sanchez
S05617,2024-09-09,CU0502,C0095,2,78999.0,157998.0,Tony Robertson
S05618,2024-03-11,CU1757,C0326,1,75237.0,75237.0,Theresa Gonzales
S05619,2022-12-13,CU1931,C0428,2,62988.0,125976.0,Brittany Mason
S05620,2025-09-28,CU0676,C0006,3,44401.0,133203.0,Caitlin Fuentes
S05621,2023-01-11,CU1744,C0469,1,60667.0,60667.0,Alexis Smith
S05622,2022-11-25,CU0117,C0131,1,65760.0,65760.0,Bradley Williams PhD
S05623,2023-12-13,CU0257,C0199,1,88623.0,88623.0,Susan Larson
S05624,2024-04-04,CU1895,C0022,1,84764.0,84764.0,Nicholas Daniel
S05625,2024-01-21,CU1085,C0030,2,51386.0,102772.0,Sean Davis
S05626,2023-11-28,CU0389,C0059,1,73399.0,73399.0,David Beck
S05627,2023-08-21,CU0031,C0102,3,64644.0,193932.0,Christine Johnson
S05628,2023-10-28,CU1613,C0201,1,80301.0,80301.0,Richard Rivera
S05629,2024-09-17,CU0961,C0249,2,16041.0,32082.0,Emily Newman
S05630,2023-06-15,CU1952,C0099,2,19245.0,38490.0,Tracy Johnson
S05631,2024-09-25,CU0787,C0161,3,28869.0,86607.0,Matthew Sutton
S05632,2024-02-14,CU1638,C0266,2,92256.0,184512.0,Jamie Stein
S05633,2023-07-03,CU0768,C0421,3,33155.0,99465.0,Bryan Martinez
S05634,2023-07-04,CU1023,C0122,3,57738.0,173214.0,Lisa Gonzalez
S05635,2025-05-12,CU0989,C0117,2,52476.0,104952.0,Bryan Lynch
S05636,2025-10-27,CU0284,C0047,1,53483.0,53483.0,William Lane
S05637,2024-08-20,CU1524,C0037,2,91655.0,183310.0,Douglas Garza
S05638,2025-01-28,CU1505,C0359,1,56775.0,56775.0,Joseph Stevens
S05639,2024-07-19,CU0904,C0243,3,76610.0,229830.0,Judith Nolan
S05640,2025-10-14,CU0277,C0423,2,58535.0,117070.0,Anna Anderson
S05641,2024-07-29,CU0842,C0126,3,89850.0,269550.0,Scott Chen
S05642,2024-12-31,CU0354,C0446,2,48307.0,96614.0,Sara Hull
S05643,2025-01-05,CU1698,C0316,3,26271.0,78813.0,William Howe
S05644,2025-09-01,CU1445,C0015,2,89528.0,179056.0,April Hurst
S05645,2024-12-24,CU1156,C0277,2,38517.0,77034.0,Erik Dyer
S05646,2024-02-02,CU0050,C0314,3,27257.0,81771.0,Jasmine Ramsey
S05647,2024-03-05,CU1073,C0363,3,16465.0,49395.0,Stephen Smith
S05648,2025-09-16,CU1126,C0174,3,31678.0,95034.0,Jesus Miller
S05649,2024-01-14,CU0610,C0212,1,36689.0,36689.0,Jennifer Cantrell
S05650,2022-12-10,CU1429,C0454,1,77149.0,77149.0,Roger Wade
S05651,2024-09-16,CU1477,C0251,1,15120.0,15120.0,Lawrence Summers
S05652,2023-09-09,CU0782,C0272,3,67810.0,203430.0,Joseph Page
S05653,2024-10-22,CU0134,C0395,3,43747.0,131241.0,Denise Bailey
S05654,2023-11-11,CU0182,C0161,1,90338.0,90338.0,Paul Martinez
S05655,2023-05-30,CU1831,C0411,2,52233.0,104466.0,Kimberly Santiago
S05656,2025-10-18,CU0662,C0195,3,69143.0,207429.0,Daniel Green
S05657,2025-05-05,CU0187,C0499,3,84821.0,254463.0,Randy Rosario
S05658,2024-01-24,CU0467,C0415,3,54363.0,163089.0,Tonya Garner
S05659,2025-07-01,CU0848,C0279,2,58536.0,117072.0,Jeremy Garcia
S05660,2025-06-13,CU1253,C0223,2,77345.0,154690.0,Susan Sosa
S05661,2022-11-21,CU0005,C0035,1,40034.0,40034.0,William Esparza
S05662,2023-06-08,CU1177,C0468,3,65933.0,197799.0,Mary Stuart
S05663,2025-06-18,CU1267,C0008,3,38393.0,115179.0,Carol Morris
S05664,2025-03-20,CU1095,C0387,3,57598.0,172794.0,Edwin Ford
S05665,2024-12-05,CU0945,C0435,1,67079.0,67079.0,Chris Lindsey
S05666,2025-08-23,CU0331,C0294,3,79328.0,237984.0,Kaylee Pearson
S05667,2025-01-01,CU1574,C0050,2,53003.0,106006.0,David Clark
S05668,2023-04-01,CU0588,C0042,2,35267.0,70534.0,Jesse Benitez
S05669,2025-01-01,CU0870,C0474,1,78513.0,78513.0,Todd Gordon
S05670,2025-09-05,CU0822,C0403,3,46809.0,140427.0,Jody Santana
S05671,2023-02-26,CU0758,C0497,1,81522.0,81522.0,John Davis
S05672,2025-06-15,CU0599,C0317,2,24514.0,49028.0,Elizabeth Haynes
S05673,2025-09-11,CU1424,C0250,2,41446.0,82892.0,Joseph Humphrey
S05674,2023-12-19,CU0788,C0365,2,96028.0,192056.0,Steven Ortiz MD
S05675,2025-06-17,CU1348,C0458,1,21960.0,21960.0,Kelly Hodge
S05676,2025-02-21,CU0008,C0330,3,67446.0,202338.0,Rebecca Howe
S05677,2025-01-10,CU1489,C0316,1,76634.0,76634.0,Marcus Duran
S05678,2023-11-17,CU1264,C0102,2,83209.0,166418.0,Sara Wilson
S05679,2024-03-18,CU0127,C0158,2,24684.0,49368.0,Kenneth Benson
S05680,2024-12-21,CU1456,C0363,2,92025.0,184050.0,Sonya Meadows
S05681,2022-11-02,CU0119,C0338,1,28842.0,28842.0,Hailey Shannon
S05682,2023-04-01,CU0282,C0226,2,74610.0,149220.0,Derrick Barnes
S05683,2024-07-04,CU0401,C0463,1,29499.0,29499.0,Jeremy Smith
S05684,2025-09-15,CU0251,C0254,3,19567.0,58701.0,Grant Gonzalez
S05685,2025-08-13,CU1454,C0249,2,36679.0,73358.0,Stephanie Johnson
S05686,2022-11-24,CU1991,C0058,1,69020.0,69020.0,Jared Williams
S05687,2025-02-23,CU0332,C0499,1,74444.0,74444.0,Theresa Graham
S05688,2025-03-03,CU1253,C0083,2,59705.0,119410.0,James Cooper
S05689,2023-06-08,CU1062,C0074,2,98535.0,197070.0,Ann Williams
S05690,2023-04-18,CU0871,C0443,3,39518.0,118554.0,Albert Ward
S05691,2025-08-01,CU1360,C0377,3,25015.0,75045.0,Michael Thomas
S05692,2023-06-20,CU1485,C0383,3,20747.0,62241.0,Jeremy Ballard
S05693,2024-10-02,CU1894,C0164,3,97575.0,292725.0,Emily Bryant
S05694,2025-08-12,CU0885,C0294,2,17880.0,35760.0,Robert Garcia
S05695,2025-02-04,CU0007,C0129,1,93095.0,93095.0,Catherine Brandt
S05696,2025-04-08,CU0122,C0085,3,18381.0,55143.0,Kelly Allen
S05697,2024-07-08,CU1870,C0028,3,55323.0,165969.0,Christopher Glover
S05698,2023-05-20,CU0709,C0388,2,46514.0,93028.0,Dr. Karen Stafford DVM
S05699,2024-12-24,CU0218,C0101,3,62615.0,187845.0,Jacob Blackburn
S05700,2023-09-25,CU1192,C0361,1,27928.0,27928.0,Sarah Wolfe
S05701,2025-03-30,CU0595,C0415,2,47884.0,95768.0,Dominic Valdez
S05702,2024-03-17,CU0656,C0220,2,34831.0,69662.0,Keith Hernandez
S05703,2024-10-08,CU0043,C0116,1,15835.0,15835.0,Sabrina Tyler
S05704,2025-07-18,CU1806,C0159,1,34344.0,34344.0,Erin Hubbard
S05705,2022-12-06,CU0905,C0374,3,93812.0,281436.0,Christine Lloyd
S05706,2024-05-29,CU0030,C0111,2,24405.0,48810.0,Jimmy Garcia
S05707,2024-01-26,CU0406,C0208,1,23401.0,23401.0,Caitlin Green
S05708,2023-11-06,CU1378,C0031,2,26802.0,53604.0,Jason Campos
S05709,2025-02-15,CU0642,C0170,2,21610.0,43220.0,Steven Mcdaniel
S05710,2023-12-25,CU0064,C0367,1,26838.0,26838.0,Jeremy Davis
S05711,2022-12-17,CU1833,C0335,1,32846.0,32846.0,April Jackson
S05712,2023-05-31,CU0550,C0164,1,30180.0,30180.0,Ronald Lewis
S05713,2025-01-09,CU1365,C0046,1,31875.0,31875.0,Scott Lopez
S05714,2025-06-02,CU1526,C0472,3,20049.0,60147.0,Cody Richards
S05715,2024-01-15,CU0813,C0102,2,26483.0,52966.0,Benjamin Sandoval
S05716,2023-05-03,CU0213,C0303,2,99885.0,199770.0,Natalie Aguilar
S05717,2022-11-27,CU0335,C0361,3,73103.0,219309.0,Dawn Howard
S05718,2023-01-08,CU1209,C0053,1,37446.0,37446.0,Charlotte Gibson
S05719,2025-08-19,CU0095,C0332,2,36402.0,72804.0,Chelsea Wilkinson
S05720,2022-12-10,CU0911,C0315,3,44166.0,132498.0,Matthew Johnston
S05721,2025-04-01,CU0436,C0245,1,19039.0,19039.0,Lauren Matthews
S05722,2024-04-15,CU0998,C0466,3,18713.0,56139.0,Marissa Watson
S05723,2024-11-08,CU1546,C0408,1,33530.0,33530.0,Rebecca Wright
S05724,2023-01-25,CU1615,C0485,1,52586.0,52586.0,Valerie Webb
S05725,2023-02-27,CU0579,C0454,3,45592.0,136776.0,Timothy Lynn
S05726,2024-09-01,CU1183,C0356,3,40512.0,121536.0,Kevin Cohen
S05727,2025-03-10,CU0658,C0291,2,30203.0,60406.0,Mr. Edward Howard
S05728,2025-09-09,CU1670,C0338,3,38967.0,116901.0,Mark Gibson
S05729,2024-08-10,CU1094,C0376,1,39713.0,39713.0,Elizabeth Torres
S05730,2024-08-09,CU0049,C0356,3,67201.0,201603.0,Laura Garcia
S05731,2025-07-04,CU0044,C0479,1,16822.0,16822.0,Paul Hall
S05732,2024-01-16,CU0566,C0268,2,55610.0,111220.0,Miguel Young
S05733,2025-04-02,CU1778,C0330,3,63587.0,190761.0,Robert Williams
S05734,2025-03-10,CU1417,C0162,2,78268.0,156536.0,Gregory Arnold
S05735,2024-11-12,CU1171,C0234,1,49247.0,49247.0,Julie Rodriguez
S05736,2023-07-01,CU1551,C0312,1,73205.0,73205.0,Kevin Townsend
S05737,2025-05-04,CU0283,C0422,1,17648.0,17648.0,Crystal Kelly
S05738,2023-01-09,CU0103,C0007,1,66660.0,66660.0,James Combs
S05739,2023-04-22,CU0772,C0053,1,43485.0,43485.0,Crystal Diaz
S05740,2023-02-18,CU0556,C0178,1,51514.0,51514.0,James Anderson
S05741,2022-12-21,CU1304,C0253,1,23178.0,23178.0,Sandra Spears
S05742,2025-09-11,CU0741,C0491,1,88205.0,88205.0,Jack Villanueva
S05743,2023-03-04,CU1225,C0384,1,92770.0,92770.0,Taylor Hernandez
S05744,2025-07-16,CU0263,C0225,2,34372.0,68744.0,Mary Mays
S05745,2025-07-05,CU0444,C0456,3,61939.0,185817.0,Anita Fisher
S05746,2025-07-03,CU0184,C0415,1,94558.0,94558.0,Julie Phillips
S05747,2025-04-30,CU0465,C0001,1,33656.0,33656.0,Alyssa Alexander
S05748,2025-09-09,CU1023,C0018,2,56589.0,113178.0,Andrea Cabrera
S05749,2023-01-20,CU1527,C0078,1,99579.0,99579.0,Daniel Crane
S05750,2024-08-05,CU1440,C0279,2,17692.0,35384.0,Kathryn Jackson
S05751,2024-09-14,CU0037,C0160,1,75762.0,75762.0,Rebecca Brooks
S05752,2023-10-19,CU1478,C0215,1,59761.0,59761.0,Robert Morrow
S05753,2025-08-20,CU0818,C0212,1,74008.0,74008.0,James Powers
S05754,2025-04-22,CU1611,C0301,2,66665.0,133330.0,Melissa Gallagher
S05755,2024-08-31,CU0745,C0059,3,51521.0,154563.0,Jennifer Bowen
S05756,2025-08-14,CU1896,C0297,2,62131.0,124262.0,Eric Weber
S05757,2023-05-16,CU1644,C0072,3,55437.0,166311.0,Hannah Joseph
S05758,2025-07-21,CU1828,C0379,3,21441.0,64323.0,Joy Simon
S05759,2022-11-07,CU1154,C0060,3,38675.0,116025.0,Christopher Sandoval
S05760,2023-08-06,CU1300,C0145,1,39550.0,39550.0,Benjamin Jackson
S05761,2025-06-11,CU0715,C0491,2,50050.0,100100.0,Jacob Christensen
S05762,2023-08-22,CU0403,C0217,2,48376.0,96752.0,Denise Barnes
S05763,2023-12-15,CU1200,C0336,1,98034.0,98034.0,Sharon Anderson
S05764,2024-12-16,CU0664,C0308,1,64269.0,64269.0,Barbara Turner
S05765,2023-12-20,CU0594,C0100,2,22356.0,44712.0,Juan Henderson
S05766,2023-01-07,CU0262,C0486,3,45151.0,135453.0,Shawn Brock
S05767,2024-11-21,CU1321,C0135,1,24653.0,24653.0,Amanda Owens
S05768,2024-04-21,CU0208,C0385,3,39782.0,119346.0,Mr. Gregory Smith Jr.
S05769,2023-05-17,CU0082,C0335,3,23850.0,71550.0,Mr. Bradley Good
S05770,2025-05-13,CU0389,C0404,2,30545.0,61090.0,Erica Rogers
S05771,2025-09-06,CU0168,C0387,1,24484.0,24484.0,Adam Rodriguez
S05772,2024-07-17,CU0770,C0210,2,28576.0,57152.0,Jamie Henderson DDS
S05773,2023-12-17,CU0337,C0091,3,70650.0,211950.0,Matthew Pennington
S05774,2023-02-15,CU1778,C0361,2,20874.0,41748.0,Jasmine Haney
S05775,2024-05-24,CU1727,C0445,1,59854.0,59854.0,Jill Lucero
S05776,2023-01-29,CU1138,C0244,3,43827.0,131481.0,Micheal Stanton
S05777,2025-03-28,CU1197,C0127,1,64996.0,64996.0,Richard Brown
S05778,2023-09-04,CU0042,C0024,3,30985.0,92955.0,Jeffrey Gonzalez
S05779,2024-08-23,CU1174,C0332,3,76362.0,229086.0,Margaret Skinner
S05780,2025-08-23,CU0465,C0442,3,34714.0,104142.0,Amanda Colon
S05781,2024-04-22,CU0898,C0452,1,33391.0,33391.0,Timothy Robertson
S05782,2023-05-28,CU0270,C0099,3,50932.0,152796.0,Courtney Austin
S05783,2023-01-09,CU1213,C0133,3,79591.0,238773.0,Linda Miller
S05784,2024-03-22,CU1482,C0141,2,25544.0,51088.0,Jonathan Schmidt
S05785,2025-06-21,CU1024,C0393,1,33663.0,33663.0,Kathleen Herman
S05786,2023-04-28,CU0814,C0125,3,36605.0,109815.0,Stephanie Soto
S05787,2023-09-13,CU1914,C0092,3,43785.0,131355.0,Tracy Knight
S05788,2024-05-25,CU1680,C0477,1,61898.0,61898.0,Sandra Davis
S05789,2025-02-05,CU0779,C0231,3,17863.0,53589.0,Rhonda Myers
S05790,2025-01-01,CU0812,C0072,3,35786.0,107358.0,Jennifer Anderson
S05791,2022-11-02,CU1939,C0344,1,24765.0,24765.0,Jane Fuller
S05792,2025-10-20,CU1184,C0232,3,35191.0,105573.0,Sandra Lester
S05793,2023-12-25,CU1570,C0239,1,25827.0,25827.0,Jo Short
S05794,2023-06-08,CU0504,C0092,3,57214.0,171642.0,Michael Kim
S05795,2022-12-10,CU0432,C0094,1,55491.0,55491.0,Lisa Kennedy
S05796,2023-03-18,CU0645,C0184,2,79667.0,159334.0,Tyler Duncan
S05797,2023-01-16,CU1070,C0035,3,40808.0,122424.0,Vanessa Hunter
S05798,2023-10-14,CU1964,C0273,3,86036.0,258108.0,James Mcfarland
S05799,2025-04-28,CU1577,C0334,2,61422.0,122844.0,Justin Bailey
S05800,2024-09-13,CU0058,C0019,1,41647.0,41647.0,Tina Tran
S05801,2025-05-29,CU1811,C0028,3,66263.0,198789.0,Mario Lee
S05802,2025-06-12,CU0497,C0380,3,62662.0,187986.0,Ryan Sanders
S05803,2025-05-05,CU0311,C0042,2,67532.0,135064.0,Melissa Washington
S05804,2023-01-22,CU1194,C0340,2,48405.0,96810.0,Amanda Davis
S05805,2023-02-01,CU1252,C0191,3,23281.0,69843.0,Peter Walters
S05806,2025-02-21,CU1950,C0341,2,96650.0,193300.0,Tyler Kelly
S05807,2023-06-27,CU1095,C0485,1,55928.0,55928.0,Matthew Ford
S05808,2024-12-06,CU1316,C0252,2,62027.0,124054.0,Molly Patton
S05809,2023-02-24,CU1090,C0176,1,50023.0,50023.0,Tim Fisher
S05810,2024-11-26,CU0041,C0347,3,61019.0,183057.0,Tonya Jackson
S05811,2024-12-21,CU1842,C0493,1,28801.0,28801.0,Katherine Vance
S05812,2024-04-13,CU0285,C0002,3,35706.0,107118.0,Kevin Kennedy
S05813,2025-07-22,CU1988,C0081,1,68652.0,68652.0,Heather Petersen
S05814,2025-06-07,CU1071,C0175,1,24969.0,24969.0,Jesse Jones
S05815,2023-12-10,CU0015,C0083,2,78675.0,157350.0,Courtney Mitchell
S05816,2023-08-24,CU1012,C0479,3,72730.0,218190.0,Lonnie Sullivan
S05817,2023-02-04,CU0375,C0412,2,25182.0,50364.0,Michael Scott
S05818,2025-03-20,CU0336,C0019,1,77208.0,77208.0,Anthony Nolan
S05819,2024-04-07,CU0328,C0290,3,91655.0,274965.0,Sara Edwards
S05820,2025-06-19,CU0440,C0043,2,36321.0,72642.0,Makayla Johnson
S05821,2024-12-01,CU0214,C0081,2,84608.0,169216.0,Katherine Harris
S05822,2024-01-05,CU0680,C0206,2,48337.0,96674.0,John Fields
S05823,2022-12-22,CU1781,C0218,3,81321.0,243963.0,Judith Jenkins
S05824,2025-01-26,CU1697,C0152,3,68656.0,205968.0,Donna Martin
S05825,2024-04-29,CU0265,C0489,2,87044.0,174088.0,Cristina Figueroa
S05826,2025-05-01,CU1039,C0099,1,94871.0,94871.0,Brittany Davis
S05827,2023-08-08,CU0273,C0231,2,64883.0,129766.0,Stephen Johnson
S05828,2025-02-15,CU1758,C0170,1,33931.0,33931.0,Felicia Lee
S05829,2025-10-16,CU1203,C0137,3,38621.0,115863.0,Melinda Salazar MD
S05830,2024-01-05,CU1533,C0122,2,84826.0,169652.0,Kimberly Beck
S05831,2025-10-26,CU0612,C0464,2,21137.0,42274.0,Richard Nunez
S05832,2024-08-13,CU1029,C0002,2,91687.0,183374.0,Jay Ross
S05833,2025-05-24,CU1194,C0136,3,54468.0,163404.0,Nicole Thornton
S05834,2025-10-24,CU1426,C0219,1,68341.0,68341.0,Anna Peters
S05835,2024-06-23,CU0293,C0055,3,53106.0,159318.0,Randall Stone
S05836,2023-06-24,CU0308,C0328,1,70342.0,70342.0,Susan Montgomery
S05837,2025-09-22,CU0125,C0103,1,86717.0,86717.0,Marie Hill
S05838,2025-07-26,CU0713,C0459,3,61359.0,184077.0,Robin Rice
S05839,2025-04-10,CU1876,C0193,2,26712.0,53424.0,Kathleen Wilkins
S05840,2023-06-06,CU1704,C0141,1,28772.0,28772.0,Pam Williams
S05841,2025-03-02,CU0797,C0408,1,16860.0,16860.0,Anthony Malone
S05842,2024-03-24,CU1324,C0199,1,98992.0,98992.0,Rebecca Jones
S05843,2024-07-20,CU0216,C0071,2,45112.0,90224.0,Frank Johnson
S05844,2024-09-02,CU1891,C0250,1,85108.0,85108.0,Kathy Garcia
S05845,2024-06-25,CU1412,C0016,3,44059.0,132177.0,Shane Simon
S05846,2023-09-20,CU0690,C0263,3,32859.0,98577.0,Michael Acevedo
S05847,2024-09-18,CU1896,C0406,3,85789.0,257367.0,Curtis Cruz
S05848,2022-11-09,CU1885,C0015,2,68045.0,136090.0,Ariel Gonzalez
S05849,2023-06-10,CU1481,C0473,1,43076.0,43076.0,Brian Blair
S05850,2025-01-17,CU0576,C0082,2,74109.0,148218.0,Benjamin Norris
S05851,2024-03-13,CU0652,C0054,2,36643.0,73286.0,Nicole Bailey
S05852,2025-06-02,CU0383,C0271,1,28887.0,28887.0,Kathryn Baker
S05853,2023-11-21,CU0883,C0008,3,84141.0,252423.0,Allison Williams
S05854,2024-09-30,CU1020,C0063,2,59902.0,119804.0,Angela Hill
S05855,2025-10-22,CU1001,C0076,3,39777.0,119331.0,Nathan Chandler
